newsTitle,timestamp,url_source,content,source,author,urlToImage
"‘None of China’s business’: After India’s comeback, US diplomat skewers Beijing - Hindustan Times",2022-12-02T14:12:40Z,https://www.hindustantimes.com/india-news/indiaus-military-exercises-none-of-china-s-business-us-cda-elizabeth-jones-101669990360598.html,"NEW DELHI: Military exercises by India and the US are none of Chinas business and Washington will back New Delhis efforts to develop its capabilities to face regional challenges, the senior-most Amer","{'id': None, 'name': 'Hindustan Times'}",Rezaul H Laskar,https://images.hindustantimes.com/img/2022/12/02/1600x900/53812408-7248-11ed-bd01-73668e446825_1669991801284.jpg
"In Kalol, PM Modi takes on Kharge's Ravan jibe, says Congress leaders compete to abuse him - The Indian Express",2022-12-01T08:07:56Z,https://indianexpress.com/article/cities/ahmedabad/kalol-pm-modi-kharges-ravan-jibe-says-congress-leaders-compete-abuse-him-8300192/,"Prime Minister Narendra Modi Thursday attacked the Congress party for competing to abuse the PM of the country, and ‘losing its mental balance’ due to defeats in elections","{'id': None, 'name': 'The Indian Express'}",Express News Service,https://images.indianexpress.com/2022/12/modi-39.jpg
"Modi urges unity on climate change, terrorism, pandemics as India assumes G20 presidency",2022-12-02T02:25:32Z,https://www.cnn.com/2022/12/01/asia/india-narendra-modi-g20-presidency-intl-hnk/index.html,"The world must cooperate to tackle the greatest challenges of climate change, terrorism, and pandemics, Prime Minister Narendra Modi said Thursday as India began its year-long presidency of the Group","{'id': 'cnn', 'name': 'CNN'}",Story by Reuters,"https://media.cnn.com/api/v1/images/stellar/prod/221202090459-modi-g20.jpg?c=16x9&q=w_800,c_fill"
The G20 pandemic fund – and how Indonesia plays a key role in it,2022-12-01T11:14:24Z,https://theconversation.com/the-g20-pandemic-fund-and-how-indonesia-plays-a-key-role-in-it-195122,One major achievement during this year’s G20 Summit was the establishment of a global fund dedicated to the prevention and containment of future pandemic threats,"{'id': None, 'name': 'The Conversation Africa'}","Erza Killian, Lecturer in International Relations, Universitas Brawijaya",https://images.theconversation.com/files/497951/original/file-20221129-22-pap2g5.jpg?ixlib=rb-1.1.0&rect=0%2C664%2C3988%2C1994&q=45&auto=format&w=1356&h=668&fit=crop
COP27 will be remembered as a failure – here’s what went wrong,2022-12-01T13:00:52Z,https://www.resilience.org/stories/2022-12-01/cop27-will-be-remembered-as-a-failure-heres-what-went-wrong/,"Billed as Africas COP, the 27th UN climate change summit (otherwise known as COP27) in Sharm el-Sheikh, Egypt, was expected to promote climate justice, as this is the continent most affected but leas","{'id': None, 'name': 'Resilience'}",Mark Maslin,https://www.resilience.org/wp-content/uploads/2022/12/COP27.jpg
Differing Views on Russia's War in Ukraine | Opinion,2022-12-02T12:45:01Z,https://www.newsweek.com/differing-views-russias-war-ukraine-opinion-1764058,"The war in Ukraine passed the 10-month mark this week, and the Russian army has settled on a new strategy: deliberately target Ukrainian energy sources to make the winter as cold, dreary, and depress","{'id': 'newsweek', 'name': 'Newsweek'}",Daniel R. DePetris,https://d.newsweek.com/en/full/2158518/apartment-block-destroyed-russia.jpg
"Expect Russia to be part of all processes, says India on G20 presidency - Hindustan Times",2022-12-01T14:50:31Z,https://www.hindustantimes.com/india-news/expect-russia-to-be-part-of-all-processes-says-india-on-g20-presidency-101669906231427.html,India said on Thursday it expects Russia to be part of all the processes of G20 as it assumed the presidency of the grouping against the backdrop of persisting differences among its members over the ,"{'id': None, 'name': 'Hindustan Times'}",Rezaul H Laskar,https://images.hindustantimes.com/img/2022/12/01/1600x900/russia_part_all_processes_india_g20_presidency_1669908146442_1669908146697_1669908146697.jpg
G20 Presidency Has Given A Golden Opportunity To India To Emerge As A Leader,2022-12-02T06:16:33Z,https://thehillstimes.in/featured/g20-presidency-has-given-a-golden-opportunity-to-india-to-emerge-as-a-leader,"By: Sushil Kutty
Prime Minister Narendra Modi has the opportunity of his lifetime to make a global difference to Indias status on the world stage when India assumes the G20 presidency on December 1 ","{'id': None, 'name': 'Thehillstimes.in'}",The Hills Times,https://thehillstimes.in/wp-content/uploads/2022/12/800.jpg
Explainer-India G20 presidency 2023: what does it mean and what can we expect,2022-12-02T07:21:41Z,https://www.fxempire.com/news/article/explainer-india-g20-presidency-2023-what-does-it-mean-and-what-can-we-expect-1217438,"The G20 does not have a permanent secretariat, and one member takes over the presidency each year to steer the groupings agenda that is split into two tracks one led by finance ministers and another ","{'id': None, 'name': 'FX Empire'}",Reuters,https://responsive.fxempire.com/width/600/webp-lossy-70.q50/_fxempire_/2022/12/tagreuters.com2022newsml_LYNXMPEIB108V1.jpg
G20 summit to be hosted by India will be held in Loktak Lake in Manipur: Kiren Rijiju,2022-12-01T19:24:05Z,https://thehillstimes.in/northeast/g20-summit-to-be-hosted-by-india-will-be-held-in-loktak-lake-in-manipur-kiren-rijiju,"Manipur is changing very fast toward the positive side, says Kiren
IMPHAL, Dec 1(NNN):  Union minister of Law and Justice, Kiren Rijiju informed on Thursday in Imphal that one of the meetings of the","{'id': None, 'name': 'Thehillstimes.in'}",The Hills Times,https://thehillstimes.in/wp-content/uploads/2022/12/G20-summit-to-be-hosted-by-India-will-be-held-in-Loktak.jpg
Modi urges unity on ‘greatest challenges’ as India assumes G20 presidency,2022-12-01T06:21:42Z,https://www.fxempire.com/news/article/modi-urges-unity-on-greatest-challenges-as-india-assumes-g20-presidency-1215878,"Today, we do not need to fight for our survival our era need not be one of war","{'id': None, 'name': 'FX Empire'}",Reuters,https://responsive.fxempire.com/width/600/webp-lossy-70.q50/_fxempire_/2022/12/tagreuters.com2022newsml_LYNXMPEIB01HF1.jpg
Indonesia set to receive $15 billion to cut reliance on coal,2022-12-02T13:12:31Z,https://biztoc.com/x/666beb1b2ffff52b,"Indonesia set to receive $15 billion to cut reliance on coal
Indonesia, one of the worlds largest users and exporters of coal, will pledge to reduce reliance on the energy source as part of a $15 bi","{'id': None, 'name': 'Biztoc.com'}",semafor.com,https://c.biztoc.com/p/666beb1b2ffff52b/og.webp
"As India Assumes G20 Presidency, What PM Modi Stressed",2022-12-01T06:24:10Z,https://www.ndtv.com/india-news/as-india-assumes-g20-presidency-what-pm-modi-stressed-3568345,"""As in our own families, those whose needs are the greatest must always be our first concern,"" he said","{'id': None, 'name': 'NDTV News'}",,https://c.ndtvimg.com/2022-11/u944098_pm-modi-_625x300_26_November_22.jpg
"India's G20 Presidency Begins Today, 100 Monuments To Be Lit Up: 10 Points",2022-12-01T03:51:54Z,https://www.ndtv.com/india-news/indias-g20-presidency-begins-today-100-monuments-to-be-lit-up-10-points-3568003,"<li>PM Modi said that India's yearlong G20 presidency will be ""inclusive, ambitious, decisive, and action-oriented""","{'id': None, 'name': 'NDTV News'}",,https://c.ndtvimg.com/2022-11/8gv2lcs8_pm-modi-at-g20_625x300_16_November_22.jpg
"""Looking Forward To Supporting India's G20 Presidency"": Joe Biden",2022-12-02T14:02:37Z,https://www.ndtv.com/world-news/looking-forward-to-supporting-indias-g20-presidency-joe-biden-3573031,"Joe Biden described India as a ""strong partner"" of the US","{'id': None, 'name': 'NDTV News'}",,https://c.ndtvimg.com/2022-11/ebqbpilo_biden-afp_625x300_19_November_22.jpg
Modi signals Putin's war in Ukraine a challenge for India as G20 host,2022-12-01T08:27:42Z,https://www.business-standard.com/article/current-affairs/modi-signals-putin-s-war-in-ukraine-a-challenge-for-india-as-g20-host-122120100580_1.html,India’s Prime Minister Narendra Modi hinted at Russia’s war in Ukraine as one of crises that will face the Group of 20 nations as the South Asian nation took over the presidency of the collective Thu,"{'id': None, 'name': 'Business Standard'}",Sudhi Ranjan Sen | Bloomberg,https://bsmedia.business-standard.com/_media/bs/img/article/2022-11/11/full/1668185575-6072.jpg
"India stands tall, proud and no one pushes it around: Ruchira Kamboj",2022-12-02T05:03:17Z,https://www.business-standard.com/article/current-affairs/india-stands-tall-proud-and-no-one-pushes-it-around-ruchira-kamboj-122120200210_1.html,"India is a big country that ""stands tall and proud on its own"" with its own relations with competing international blocs and nobody pushes it around","{'id': None, 'name': 'Business Standard'}",IANS,https://bsmedia.business-standard.com/_media/bs/img/article/2022-10/29/full/1667038957-4473.jpg
India lights up as country takes over G20 presidency,2022-12-02T11:58:32Z,https://economictimes.indiatimes.com/news/india/india-lights-up-as-country-takes-over-g20-presidency/red-fort/slideshow/95941188.cms,"Updated: 02 Dec 2022, 05:31 PM IST
The logo of G20 Summit 2023, to be held in India, displayed on the wall of the Red Fort, in New Delhi on Thursday","{'id': 'the-times-of-india', 'name': 'The Times of India'}",PTI,"https://img.etimg.com/thumb/msid-95941188,width-1070,height-580,overlay-economictimes/photo.jpg"
India G20 presidency 2023: What does it mean and what can we expect?,2022-12-02T07:19:07Z,https://economictimes.indiatimes.com/news/india/india-g20-presidency-2023-what-does-it-mean-and-what-can-we-expect/articleshow/95933512.cms,"India began its year-long presidency of the Group of 20 (G20) this week, taking over from Indonesia at a time of geopolitical tumult and uncertainty over post-pandemic economic recovery","{'id': 'the-times-of-india', 'name': 'The Times of India'}",Reuters,"https://img.etimg.com/thumb/msid-95933649,width-1070,height-580,imgsize-24636,overlay-economictimes/photo.jpg"
"Presidency of G20 rotational, why this ‘spin around it’: Congress",2022-12-02T18:25:07Z,https://economictimes.indiatimes.com/news/politics-and-nation/presidency-of-g20-rotational-why-this-spin-around-it-congress/articleshow/95947019.cms,"The Congress on Friday sought to underplay the importance of Indias G20 presidency, arguing that it was only a natural consequence due to the rotational leadership arrangement of the grouping and dis","{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Bureau,"https://img.etimg.com/thumb/msid-95947017,width-1070,height-580,imgsize-29944,overlay-economictimes/photo.jpg"
"Looking forward to supporting PM Modi during India's G20 Presidency, says US President Biden",2022-12-02T13:59:36Z,https://economictimes.indiatimes.com/news/india/looking-forward-to-supporting-pm-modi-during-indias-g20-presidency-says-us-president-biden/articleshow/95943984.cms,"Describing India as a ""strong partner"" of the US, President Joe Biden on Friday said he was looking forward to supporting his friend Prime Minister Narendra Modi during India's G20 presidency","{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Online,"https://img.etimg.com/thumb/msid-95944024,width-1070,height-580,imgsize-137560,overlay-economictimes/photo.jpg"
India's G20 presidency will be 'watershed moment' in its history: Amb Kamboj,2022-12-02T04:53:30Z,https://economictimes.indiatimes.com/news/india/indias-g20-presidency-will-be-watershed-moment-in-its-history-amb-kamboj/articleshow/95929872.cms,"India's presidency of the G20 will be a 'watershed moment' in its history as the country seeks to play an important role in finding pragmatic global solutions for the well-being of all, India's Perma","{'id': 'the-times-of-india', 'name': 'The Times of India'}",PTI,"https://img.etimg.com/thumb/msid-95929900,width-1070,height-580,imgsize-13330,overlay-economictimes/photo.jpg"
"India's G20 presidency a ""mega national event"": Harsh Vardhan Shringla",2022-12-01T06:55:22Z,https://economictimes.indiatimes.com/news/india/indias-g20-presidency-a-mega-national-event-harsh-vardhan-shringla/articleshow/95906194.cms,"As India assumes the G20 presidency starting today, G-20's India Coordinator, Harsh Vardhan Shringla described this moment as a ""mega national event"" that presents an opportunity to showcase the coun","{'id': 'the-times-of-india', 'name': 'The Times of India'}",ANI,"https://img.etimg.com/thumb/msid-95906183,width-1070,height-580,imgsize-40592,overlay-economictimes/photo.jpg"
"India assumes G20 presidency ""at very challenging time in world politics"": S Jaishankar",2022-12-01T09:06:10Z,https://economictimes.indiatimes.com/news/india/india-assumes-g20-presidency-at-very-challenging-time-in-world-politics-s-jaishankar/articleshow/95909524.cms,"External Affairs Minister S Jaishankar on Thursday highlighted a sea change in geopolitics and said that India's G20 presidency comes at ""a very challenging time in world politics and at an inflexion","{'id': 'the-times-of-india', 'name': 'The Times of India'}",ANI,"https://img.etimg.com/thumb/msid-95909508,width-1070,height-580,imgsize-66922,overlay-economictimes/photo.jpg"
"India's G20 presidency set to start from today, 100 monuments to be illuminated",2022-12-01T03:06:58Z,https://economictimes.indiatimes.com/news/india/indias-g20-presidency-set-to-start-from-today-100-monuments-to-be-illuminated/articleshow/95900683.cms,"India is all set to assume the presidency of the G-20 grouping, the premier forum for international economic cooperation, on Thursday","{'id': 'the-times-of-india', 'name': 'The Times of India'}",ANI,"https://img.etimg.com/thumb/msid-95900683,width-1070,height-580,imgsize-18234,overlay-economictimes/photo.jpg"
G20 India: India to assume G20 presidency from today; 100 monuments to be illuminated,2022-12-01T05:17:39Z,https://www.businesstoday.in/latest/politics/story/g20-india-india-to-assume-g20-presidency-from-today-100-monuments-to-be-illuminated-354865-2022-12-01,"India will assume the presidency of the G-20 grouping today. As part of this, several events will be held across the country","{'id': None, 'name': 'Business Today'}",Business Today Desk,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202212/ezgif-sixteen_nine_4.jpg
Looking forward to supporting PM Modi during India's G20 Presidency: US President Biden,2022-12-02T15:04:45Z,https://www.businesstoday.in/latest/world/story/looking-forward-to-supporting-pm-modi-during-indias-g20-presidency-us-president-biden-355121-2022-12-02,"Describing India as a ""strong partner"" of the US, President Joe Biden on Friday said he was looking forward to supporting his friend Prime Minister Narendra Modi during India's G20 presidency","{'id': None, 'name': 'Business Today'}",PTI,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202212/rirtrqcwu5nhdjlf5lyotbbccm-sixteen_nine.jpg
Looking forward to supporting India during G20 Presidency: Joe Biden,2022-12-02T14:24:00Z,https://www.business-standard.com/article/current-affairs/looking-forward-to-supporting-india-during-g20-presidency-joe-biden-122120201042_1.html,"Describing India as a ""strong partner"" of the US, President Joe Biden on Friday said he was looking forward to supporting his friend Prime Minister Narendra Modi during India's G20 presidency","{'id': None, 'name': 'Business Standard'}",Press Trust of India,https://bsmedia.business-standard.com/_media/bs/img/article/2022-11/15/full/1668532600-5691.jpg
India G20 presidency 2023: What does it mean and what can we expect,2022-12-02T07:38:00Z,https://www.business-standard.com/article/current-affairs/india-g20-presidency-2023-what-does-it-mean-and-what-can-we-expect-122120200462_1.html,"India began its year-long presidency of the Group of 20 (G20) this week, taking over from Indonesia at a time of geopolitical tumult and uncertainty over post-pandemic economic recovery","{'id': None, 'name': 'Business Standard'}",Devjyot Ghoshal,https://bsmedia.business-standard.com/_media/bs/img/article/2022-11/08/full/1667916912-472.jpg
G20 presidency: BJP says country moving forward under Modi's leadership,2022-12-01T17:42:00Z,https://www.business-standard.com/article/current-affairs/g20-presidency-bjp-says-country-moving-forward-under-modi-s-leadership-122120101362_1.html,"As India takes over the G20 presidency, the BJP on Thursday said the country is moving forward with a positive attitude under the leadership of Prime Minister Narendra Modi irrespective of the mudsli","{'id': None, 'name': 'Business Standard'}",Press Trust of India,https://bsmedia.business-standard.com/_media/bs/img/article/2018-07/26/full/1532627713-8931.jpg
India to assume G20 presidency from today; 100 monuments to be illuminated,2022-12-01T01:39:00Z,https://www.business-standard.com/article/news-ani/india-to-assume-g20-presidency-from-today-100-monuments-to-be-illuminated-122120100086_1.html,"India is all set to assume the presidency of the G-20 grouping, the premier forum for international economic cooperation, on Thursday","{'id': None, 'name': 'Business Standard'}",ANI,https://bsmedia.business-standard.com/_media/bs/img/article/2022-11/30/full/1669827823-7435.jpg
India's G20 presidency will be 'watershed moment' in its history: Kamboj,2022-12-02T05:50:00Z,https://www.business-standard.com/article/current-affairs/india-s-g20-presidency-will-be-watershed-moment-in-its-history-kamboj-122120200258_1.html,"India's presidency of the G20 will be a 'watershed moment' in its history as the country seeks to play an important role in finding pragmatic global solutions for the well-being of all, India's Perma","{'id': None, 'name': 'Business Standard'}",Press Trust of India,https://bsmedia.business-standard.com/_media/bs/img/article/2022-11/18/full/1668738116-8129.png
President Murmu extends best wishes to team India for G20 presidency,2022-12-01T06:00:00Z,https://www.business-standard.com/article/current-affairs/president-murmu-extends-best-wishes-to-team-india-for-g20-presidency-122120100358_1.html,President Droupadi Murmu on Thursday extended her best wishes to 'TeamIndia' for a successful G20 presidency under the theme 'Vasudhaiva Kutumbakam',"{'id': None, 'name': 'Business Standard'}",Press Trust of India,https://bsmedia.business-standard.com/_media/bs/img/article/2022-07/25/full/1658762307-2958.jpg
India will work to promote universal sense of one-ness as G20 President: PM,2022-12-01T05:58:00Z,https://www.business-standard.com/article/current-affairs/india-will-work-to-promote-universal-sense-of-one-ness-as-g20-president-pm-122120100332_1.html,"With India formally assuming the G20 Presidency from Thursday, Prime Minister Narendra Modi in an article to commemorate the occasion said that the country will work to promote the universal sense of","{'id': None, 'name': 'Business Standard'}",IANS,https://bsmedia.business-standard.com/_media/bs/img/article/2022-11/25/full/1669382087-8922.jpg
Press Conference by Security Council President on Programme of Work for December,2022-12-01T23:18:43Z,https://press.un.org/en/2022/221201_sc.doc.htm,"The Security Councils programme for December features an open debate on a new orientation for reformed multilateralism, as well as a briefing on the principles and way forward for a global counter-te","{'id': None, 'name': 'UN News'}",United Nations,
Jiang Zemin’s Foreign Policy Legacy Has Died With Him,2022-12-01T14:36:00Z,https://thediplomat.com/2022/12/jiang-zemins-foreign-policy-legacy-has-died-with-him/,"Advertisement
It is perhaps fitting that Jiang Zemin died at the height of Xi Jinping-style governance in China","{'id': None, 'name': 'The Diplomat'}",Denny Roy,https://thediplomat.com/wp-content/uploads/2022/12/sizes/td-story-s-2/thediplomat_2022-12-01-143945.jpg
War on Global Agriculture: The Unsustainable ‘Sustainable’ UN Agenda 2030,2022-12-01T12:25:08Z,https://www.globalresearch.ca/war-global-agriculture-unsustainable-sustainable-un-agenda-2030/5800922,All Global Research articles can be read in 51 languages by activating the Translate Website button below the authors name,"{'id': None, 'name': 'Globalresearch.ca'}",F. William Engdahl,https://www.globalresearch.ca/wp-content/uploads/2017/06/indian-agriculture-by-YourArticleLibrary.jpg
US look forward to supporting India's G20 presidency,2022-12-01T05:29:08Z,https://www.telegraphindia.com/world/looking-forward-to-supporting-indias-g20-presidency-white-house/cid/1901290,"The US is looking forward to supporting India's G-20 presidency next year on a range of issues, including addressing the current food and energy security challenges, the White House has said","{'id': None, 'name': 'Telegraph India'}",Lalit K Jha,https://assets.telegraphindia.com/telegraph/2022/Nov/1668113203_1662532165_india-us.gif
"G20: Will support Modi, says Biden",2022-12-02T14:14:01Z,https://www.telegraphindia.com/world/looking-forward-to-supporting-prime-minister-narendra-modi-during-indias-g20-presidency-united-states-president-joe-biden/cid/1901606,"Describing India as a ""strong partner"" of the US, President Joe Biden on Friday said he was looking forward to supporting his friend Prime Minister Narendra Modi during India's G20 presidency","{'id': None, 'name': 'Telegraph India'}",PTI,https://assets.telegraphindia.com/telegraph/2022/Oct/1665551420_biden.jpg
India's G20: 'Watershed moment in its history',2022-12-02T05:49:02Z,https://www.telegraphindia.com/world/indias-g20-presidency-will-be-watershed-moment-in-its-history-indias-united-nations-ambassador-ruchira-kamboj/cid/1901503,"India's presidency of the G20 will be a 'watershed moment' in its history as the country seeks to play an important role in finding pragmatic global solutions for the well-being of all, India's Perma","{'id': None, 'name': 'Telegraph India'}",Yoshita Singh,https://assets.telegraphindia.com/telegraph/2022/Nov/1668492248_g20.jpg
Explainer-India G20 presidency 2023: what does it mean and what can we expect,2022-12-02T07:21:00Z,https://www.thestar.com.my/news/world/2022/12/02/explainer-india-g20-presidency-2023-what-does-it-mean-and-what-can-we-expect,"NEW DELHI (Reuters) - India began its year-long presidency of the Group of 20 (G20) this week, taking over from Indonesia at a time of geopolitical tumult and uncertainty over post-pandemic economic ","{'id': None, 'name': 'The Star Online'}",Devjyot Ghoshal,https://apicms.thestar.com.my/uploads/images/2022/12/02/1845685.jpg
Modi urges unity on 'greatest challenges' as India assumes G20 presidency,2022-12-01T06:14:00Z,https://www.thestar.com.my/news/world/2022/12/01/modi-urges-unity-on-039greatest-challenges039-as-india-assumes-g20-presidency,"MUMBAI (Reuters) - The world must cooperate to tackle the greatest challenges of climate change, terrorism, and pandemics, Prime Minister Narendra Modi said on Thursday as India began its year-long p","{'id': None, 'name': 'The Star Online'}",The Star Online,https://apicms.thestar.com.my/uploads/images/2022/12/01/1844070.jpg
Modi urges unity on 'greatest challenges' as India assumes G20 presidency,2022-12-01T06:10:04Z,https://www.reuters.com/world/india/modi-urges-unity-greatest-challenges-india-assumes-g20-presidency-2022-12-01/,"MUMBAI, Dec 1 (Reuters) - The world must cooperate to tackle the greatest challenges of climate change, terrorism, and pandemics, Prime Minister Narendra Modi said on Thursday as India began its year","{'id': 'reuters', 'name': 'Reuters'}",,https://www.reuters.com/resizer/3qb43FAnrQAvKK-RuWKoHBU8Giw=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/IJQNY22BQFOSFIABJMXN7LK7LE.jpg
President Droupadi Murmu extends best wishes to 'TeamIndia' for successful G20 presidency,2022-12-01T06:55:24Z,https://www.indiatvnews.com/news/india/president-droupadi-murmu-extends-best-wishes-to-team-india-for-successful-g20-presidency-under-theme-vasudhaiva-kutumbakam-2022-12-01-827881,"India's G20 presidency: President Droupadi Murmu extended her best wishes to ""TeamIndia"" for a successful G20 presidency under the theme 'Vasudhaiva Kutumbakam'","{'id': None, 'name': 'India TV News'}",Edited by Anurag Roushan,https://resize.indiatvnews.com/en/resize/newbucket/1200_-/2022/12/gs-1669877536.jpg
Looking forward to supporting PM Modi during Indias G20 Presidency: US President Biden,2022-12-02T14:10:00Z,https://www.republicworld.com/world-news/rest-of-the-world-news/looking-forward-to-supporting-pm-modi-during-indias-g20-presidency-us-president-biden-articleshow.html,"Describing India as a ""strong partner"" of the US, President Joe Biden on Friday said he was looking forward to supporting his friend Prime Minister Narendra Modi during India’s G20 presidency","{'id': None, 'name': 'Republic World'}",Press Trust Of India,https://img.republicworld.com/republic-prod/stories/promolarge/xhdpi/lhipbeba1r8ht13j_1669990186.jpeg
"India takes over G20 Presidency, PM Modi pitches for 'mindset shift'",2022-12-01T05:12:05Z,https://www.indiatvnews.com/news/india/india-takes-over-g20-presidency-updates-pm-modi-pitches-for-mindset-shift-100-asi-sites-to-lit-up-2022-12-01-827855,India on Thursday officially assumed the yearlong G20 Presidency of the influential group during which more than 200 meetings will be held in the country across 55 locations,"{'id': None, 'name': 'India TV News'}",Edited by Shashwat Bhandari,https://resize.indiatvnews.com/en/resize/newbucket/1200_-/2022/12/pm-modi-takes-over-g20-presidency-1669870740.jpg
"India consistently provided solutions during COVID, says Ruchira Kamboj at UNSC briefing",2022-12-02T03:22:00Z,https://www.republicworld.com/world-news/rest-of-the-world-news/india-consistently-provided-solutions-during-covid-says-ruchira-kamboj-at-unsc-briefing-articleshow.html,"The Permanent Representative of India to the United Nations, Ruchira Kamboj on Thursday said that India has consistently provided solutions during the past two years when the globe has been in turmoi","{'id': None, 'name': 'Republic World'}",Anwesha Majumdar,https://img.republicworld.com/republic-prod/stories/promolarge/xhdpi/gveyxjbqzh7fpbqh_1669948660.jpeg
India commences its G20 Presidency,2022-12-02T09:23:55Z,https://en.antaranews.com/news/263499/india-commences-its-g20-presidency,"The previous 17 Presidencies of the G20 delivered significant results for ensuring macroeconomic stability, rationalizing international taxation, and relieving debt burden on countries, among many ot","{'id': None, 'name': 'Antaranews.com'}",Narendra Modi,https://cdn.antaranews.com/cache/800x533/2022/11/16/antarafoto-penutupan-working-session-3-ktt-g20-2022-15112022-zk-8.jpg
Explainer: India G20 presidency 2023: what does it mean and what can we expect - Reuters India,2022-12-02T07:10:00Z,https://www.reuters.com/world/india/india-g20-presidency-2023-what-does-it-mean-what-can-we-expect-2022-12-02/,"NEW DELHI, Dec 2 (Reuters) - India began its year-long presidency of the Group of 20 (G20) this week, taking over from Indonesia at a time of geopolitical tumult and uncertainty over post-pandemic ec","{'id': 'reuters', 'name': 'Reuters'}",,https://www.reuters.com/resizer/1CyuikYm5m07QiN4DaYE4hBV5O8=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/LNYUK2J2KZMAJCHPDHVP3EE5RQ.jpg
What to expect as India assumes G20 presidency for 2023,2022-12-02T08:33:46Z,https://www.aljazeera.com/news/2022/12/2/what-to-expect-as-india-assumes-g20-presidency-for-2023,"India has begun its yearlong presidency of the Group of 20 (G20), taking over from Indonesia at a time of geopolitical tumult and uncertainty over post-pandemic economic recovery","{'id': 'al-jazeera-english', 'name': 'Al Jazeera English'}",Al Jazeera,https://www.aljazeera.com/wp-content/uploads/2022/12/2022-11-16T075148Z_306279073_RC2VMX9T1CNS_RTRMADP_3_G20-SUMMIT-CLOSING.jpg?resize=1920%2C1440
India’s G20 Presidency: Delhi’s opportunity,2022-12-02T00:17:50Z,https://indianexpress.com/article/opinion/editorials/indias-g20-presidency-delhis-opportunity-8301285/,"India’s presidency of the G20, which began December 1, comes in a fraught moment. At the Bali summit, the divisions in the world over the war in Ukraine were apparent","{'id': None, 'name': 'The Indian Express'}",Editorial,https://images.indianexpress.com/2022/12/edit.jpg
War Over Taiwan?,2022-12-02T10:40:32Z,https://www.project-syndicate.org/commentary/war-over-taiwan-us-china-relationship-by-joseph-s-nye-2022-12,"For five decades, both China and the US benefited from the time they had bought on the question of the islands status","{'id': None, 'name': 'Project Syndicate'}","Joseph S. Nye, Jr.",https://webapi.project-syndicate.org/library/dd22d5ed0ab20efb714a6ab9e7320486.2-1-super.1.jpg
"As G20 President, Can India Advance Its Multipolar Worldview?",2022-12-02T01:28:08Z,https://thediplomat.com/2022/12/as-g20-president-can-india-advance-its-multipolar-worldview/,"Advertisement
Days after the G-20 summit in Bali, which marked the end of the Indonesian presidency and heralded the groups Indian leadership for the new term beginning in December, Indian Prime Min","{'id': None, 'name': 'The Diplomat'}",Shannon,https://thediplomat.com/wp-content/uploads/2022/12/sizes/td-story-s-2/thediplomat_2022-12-01-185520.jpg
Explainer: India G20 presidency 2023: What does it mean and what can we expect,2022-12-02T07:19:40Z,https://www.moneycontrol.com/news/india/explainer-india-g20-presidency-2023-what-does-it-mean-and-what-can-we-expect-9638931.html,"India began its year-long presidency of the Group of 20 (G20) this week, taking over from Indonesia at a time of geopolitical tumult and uncertainty over post-pandemic economic recovery","{'id': None, 'name': 'Moneycontrol'}",Reuters,https://images.moneycontrol.com/static-mcnews/2022/12/13-india-g20-presidnecy-2023-G20-explainer-770x433.jpg
India#39;s G20 presidency will be #39;watershed moment#39; in its history: Ambassador Ruchira Kamboj,2022-12-02T04:51:22Z,https://www.moneycontrol.com/news/india/indias-g20-presidency-will-be-watershed-moment-in-its-history-ambassador-ruchira-kamboj-9637991.html,"India's presidency of the G20 will be a 'watershed moment' in its history as the country seeks to play an important role in finding pragmatic global solutions for the well-being of all, India's Perma","{'id': None, 'name': 'Moneycontrol'}",PTI,https://images.moneycontrol.com/static-mcnews/2022/09/india-s-permanent-representative-ruchira-kamboj-1429072-619x435.png
Explainer-India G20 Presidency 2023: What Does It Mean And What Can We Expect,2022-12-02T07:15:34Z,https://www.ibtimes.com/explainer-india-g20-presidency-2023-what-does-it-mean-what-can-we-expect-3642811,"India's Prime Minister Narendra Modi walks after the handover ceremony during the G20 Leaders' Summit, in Nusa Dua, Bali, Indonesia, November 16, 2022","{'id': None, 'name': 'International Business Times'}",Devjyot Ghoshal,https://d.ibtimes.com/en/full/4389790/g20-summit-bali.jpg
G20 not a ‘magic forum’ to solve the war in Ukraine: US diplomat - Hindustan Times,2022-12-02T16:26:26Z,https://www.hindustantimes.com/world-news/g20-not-a-magic-forum-to-solve-the-war-in-ukraine-us-diplomat-101669998387327.html,"New Delhi:The G20 is not a magic forum for finding a solution to the Ukraine war, though the crisis triggered by the Russian invasion is not solely a European problem since it has implications for fo","{'id': None, 'name': 'Hindustan Times'}",Rezaul H Laskar,https://images.hindustantimes.com/img/2022/12/02/1600x900/d013c96c-725c-11ed-bd01-73668e446825_1669998375723.jpg
